dataset,method,family,seed,n_total,n_train,n_test,d,host,pid,rss_start_mb,rmse_test,mae_test,r2_test,nrmse_test,n_fits,fit_time_s,best_hp,used_defaults,used_constant_predictor,error,rss_peak_mb,rss_end_mb,rss_advisory_exceeded
socmob,catboost,tree,1,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,56400,403.33203125,12.003973200405545,5.17253661397662,0.8430537391484842,0.2778505114616396,4,200.79470654499983,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,410.703125,408.86328125,False
socmob,catboost,tree,4,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,56378,403.890625,14.535072985410562,6.590296817047968,0.8962289966813175,0.3645425406945709,7,206.7224855229997,"{'depth': 4, 'learning_rate': 0.8469794755445952, 'l2_leaf_reg': 1.021416436968378, 'random_strength': 2.5298236238344396, 'bagging_temperature': 2.1739576620222287}",False,False,,467.24609375,456.4453125,False
wave_energy,catboost,tree,4,2500,2000,500,48,5129-185601-qvgdtemg-172-21-0-50,56372,352.453125,22910.96801847584,16826.67740199774,0.9515507914597204,0.2054490142726272,1,676.4392868049999,{},True,False,,663.8046875,616.85546875,False
cps88wages,catboost,tree,4,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,56407,417.2734375,322.54771081419426,224.97972674990191,0.388960382778574,0.7848454834581475,7,385.5377561189998,"{'depth': 10, 'learning_rate': 0.042029889637567805, 'l2_leaf_reg': 27.338377883916394, 'random_strength': 7.148159936743647, 'bagging_temperature': 3.4886441229863543}",False,False,,459.671875,465.34375,False
solar_flare,catboost,tree,0,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,56426,432.734375,0.6986742117875593,0.373487526350712,0.094494556848662,0.8139891370394556,10,210.1895612119997,"{'depth': 8, 'learning_rate': 0.019508802184929567, 'l2_leaf_reg': 20.761410420015302, 'random_strength': 9.636627605010293, 'bagging_temperature': 1.9172075941288886}",False,False,,454.01171875,455.3125,False
grid_stability,catboost,tree,3,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,56363,419.7265625,0.0096178271017922,0.0072205491170765,0.9237837706998012,0.2610659878560348,4,348.9507014410001,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,431.94140625,436.328125,False
solar_flare,catboost,tree,3,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,56403,588.02734375,0.7771984321005064,0.4071918363014967,0.1630866517002087,0.9343681436457952,7,235.1289379090004,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,629.09375,606.57421875,False
kin8nm,catboost,tree,3,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,56418,566.58984375,0.1187168178059911,0.0940616036283716,0.7936869973293696,0.4513638746942622,4,257.5777440119992,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,572.11328125,576.13671875,False
kin8nm,catboost,tree,0,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,56360,409.2265625,0.117786388598641,0.091649377967724,0.7824470233659186,0.4436491721981874,4,267.2452564409996,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,420.80078125,414.99609375,False
space_ga,catboost,tree,0,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,56428,749.109375,0.1014027964911134,0.0759305339170022,0.7223252391342618,0.4958784235130954,4,301.0915665700004,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,752.52734375,752.1796875,False
white_wine,catboost,tree,0,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,56368,421.70703125,0.5972829763635163,0.4565144801572672,0.4388794892325899,0.6688721451766676,4,396.7586200349997,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,461.9921875,430.875,False
white_wine,catboost,tree,1,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,56437,405.2265625,0.6718260356751647,0.5263297535287903,0.4176997736970883,0.7688640175685977,4,384.9769342320005,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,419.30078125,421.3828125,False
auction_verification,catboost,tree,1,2043,1634,409,16,5129-185601-qvgdtemg-172-21-0-50,56413,415.203125,10457.041441357042,8304.294998706817,-0.0001464259787868,1.0101749676046723,0,361.6276024559993,,False,True,cell timed out after 360s,418.171875,407.30078125,False
white_wine,catboost,tree,3,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,56367,390.09765625,0.6585292225871076,0.5060136599748862,0.4367310858537729,0.7530629503863797,4,390.2922988840001,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,607.078125,562.734375,False
abalone,catboost,tree,3,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,56427,411.45703125,2.2624478805279686,1.5945150672611343,0.496494374606977,0.6943571478136173,4,375.2201324099997,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,612.5625,570.9921875,False
physiochemical_protein,catboost,tree,1,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,56388,393.8984375,4.611889169612326,3.5920483401660235,0.4683545633579579,0.7518281859379886,4,376.30830662100016,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,400.73828125,403.15234375,False
abalone,catboost,tree,1,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,56366,423.0703125,2.2550131482138847,1.599136439226349,0.5255913078743357,0.6967035730614062,4,381.4847025169993,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,431.28515625,432.85546875,False
abalone,catboost,tree,4,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,56404,640.03125,2.19805442858776,1.5177978269200882,0.5476466421968607,0.6789000586794847,1,397.5503167919997,{},True,False,,796.53125,768.4453125,False
abalone,catboost,tree,2,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,56362,404.52734375,2.314945270669284,1.6075198699731,0.533329814679482,0.7217350624144517,1,402.1942234819999,{},True,False,,422.4921875,414.80078125,False
physiochemical_protein,catboost,tree,0,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,56383,528.171875,4.449638396444759,3.410436776087808,0.4830196660959126,0.7214766232265845,4,406.0513945590001,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,546.5546875,509.41796875,False
abalone,catboost,tree,0,2500,2000,500,10,5129-185601-qvgdtemg-172-21-0-50,56386,396.41796875,2.308658133592891,1.5426972269266876,0.4160838670324542,0.7000133792837026,4,410.0906946039995,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,429.078125,415.015625,False
physiochemical_protein,catboost,tree,3,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,56370,605.41796875,4.696439749056648,3.5497685362859346,0.425488766743741,0.7614459805434041,4,403.9626290259994,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,651.375,626.87890625,False
solar_flare,catboost,tree,1,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,56434,462.3125,0.6300884191041818,0.425164435879678,0.0032053288343134,0.7174378864145187,4,369.7516636979999,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,465.19921875,469.21484375,False
california_housing,catboost,tree,1,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,56395,554.015625,55854.89959802138,39446.17121884503,0.7530697236251052,0.5001748803422353,4,389.7636374009999,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,557.41796875,560.59375,False
white_wine,catboost,tree,2,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,56430,397.05859375,0.6579652896724353,0.5120102804981385,0.4114727072826228,0.7481760080755993,1,438.1322279899996,{},True,False,,419.0703125,413.4296875,False
socmob,catboost,tree,3,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,56433,588.2734375,18.65261243605489,5.810686469600747,0.7290798505272029,0.4423303191345504,4,400.51676103000045,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,716.796875,660.63671875,False
grid_stability,catboost,tree,0,2500,2000,500,12,5129-185601-qvgdtemg-172-21-0-50,56391,402.93359375,0.0090941530981144,0.0064148997011632,0.9396405408957276,0.2504873059486309,1,547.9711692860001,{},True,False,,425.28515625,420.6640625,False
kin8nm,catboost,tree,1,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,56411,416.2109375,0.1256014375949603,0.0984809884055765,0.780950304389475,0.4803422404419973,4,393.9647941249996,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,416.453125,417.140625,False
solar_flare,catboost,tree,2,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,56412,403.16015625,0.6312123227378732,0.3824678980476392,0.115280531514655,0.7243673774543012,1,376.5747357,{},True,False,,412.9609375,415.03515625,False
california_housing,catboost,tree,0,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,56422,543.84765625,50481.23232304454,36557.24714536504,0.7651895298434446,0.4441305004396138,4,401.2580032639999,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,555.74609375,550.296875,False
space_ga,catboost,tree,3,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,56377,571.99609375,0.1099327656283352,0.0766541646925801,0.7078648190994226,0.5447029768960893,4,389.8149684279997,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,629.54296875,611.01171875,False
red_wine,catboost,tree,0,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-50,56365,456.41796875,0.5952302973572727,0.4468263032917015,0.4441004451804426,0.7352631260758568,4,378.15316340499976,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,464.8984375,444.9765625,False
california_housing,catboost,tree,3,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,56389,689.8671875,51680.46045427853,36484.98577921018,0.7472559046954639,0.4536709436963512,4,405.2449013790001,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,771.94921875,753.0703125,False
red_wine,catboost,tree,3,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-50,56369,410.4765625,0.6099246532841319,0.4506374431306928,0.4430023297390315,0.7583330447912333,4,376.3700276290001,"{'depth': 7, 'learning_rate': 0.12964371541060518, 'l2_leaf_reg': 2.689685941170981, 'random_strength': 5.10827605197663, 'bagging_temperature': 4.464734771738273}",False,False,,606.75390625,540.1953125,False
red_wine,catboost,tree,2,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-50,56385,405.7265625,0.6387038469135772,0.4952606133822775,0.3891985399252899,0.7936829690461886,1,384.2209151020006,{},True,False,,415.3125,409.54296875,False
solar_flare,catboost,tree,4,1066,852,214,29,5129-185601-qvgdtemg-172-21-0-50,56429,510.81640625,0.7085449863253932,0.3750103507166352,0.1944204432993965,0.8375857816051641,7,392.12724205700033,"{'depth': 10, 'learning_rate': 0.042029889637567805, 'l2_leaf_reg': 27.338377883916394, 'random_strength': 7.148159936743647, 'bagging_temperature': 3.4886441229863543}",False,False,,575.88671875,571.546875,False
socmob,catboost,tree,0,1156,924,232,39,5129-185601-qvgdtemg-172-21-0-50,56424,435.453125,8.012573804840807,4.052848128373526,0.9156626710772237,0.1836160169759556,4,427.6271031409997,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,435.75390625,434.49609375,False
forest_fires,catboost,tree,2,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,56407,461.5234375,37.14036599968052,19.415750598800155,-0.0019692446266419,0.5408331559791137,10,200.23529409,"{'depth': 6, 'learning_rate': 0.0010933418264337017, 'l2_leaf_reg': 6.485121677838485, 'random_strength': 4.3532239261827685, 'bagging_temperature': 2.101839010437445}",False,False,,461.69921875,462.4765625,False
physiochemical_protein,catboost,tree,2,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,56361,390.265625,4.3095622451942095,3.3742044103766893,0.4918634937614572,0.6944681830079349,1,446.5432457439993,{},True,False,,411.875,408.73046875,False
white_wine,catboost,tree,4,2500,2000,500,11,5129-185601-qvgdtemg-172-21-0-50,56409,397.35546875,0.6547465530621025,0.5022678827147741,0.3768126820796149,0.73916675667359,1,466.38465616899975,{},True,False,,577.8828125,575.953125,False
forest_fires,catboost,tree,1,517,413,104,29,5129-185601-qvgdtemg-172-21-0-50,56372,616.765625,36.16148010956287,19.082304617972763,-0.0076962747800857,0.5255220787223018,7,205.2784095269999,"{'depth': 3, 'learning_rate': 0.0033587764592561066, 'l2_leaf_reg': 3.2391800928717376, 'random_strength': 3.9676747423066994, 'bagging_temperature': 2.6940836700167847}",False,False,,616.76953125,582.90625,False
physiochemical_protein,catboost,tree,4,2500,2000,500,9,5129-185601-qvgdtemg-172-21-0-50,56401,400.80078125,4.611655265114241,3.522934534233041,0.4586170920119511,0.749885325727785,1,445.48148557199966,{},True,False,,667.80078125,596.45703125,False
red_wine,catboost,tree,1,1599,1279,320,11,5129-185601-qvgdtemg-172-21-0-50,56431,392.18359375,0.6470760255671621,0.4714297765534231,0.3810896124884148,0.80535567968055,4,400.2617172069995,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,398.2421875,400.765625,False
space_ga,catboost,tree,1,2500,2000,500,6,5129-185601-qvgdtemg-172-21-0-50,56397,416.3125,0.1068838927163642,0.0782641756908641,0.7122589836202768,0.526949465239531,4,425.26880073699976,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,419.33984375,418.15625,False
student_performance_por,catboost,tree,0,649,519,130,56,5129-185601-qvgdtemg-172-21-0-50,56432,417.703125,2.2667490842857867,1.7865796781358383,0.2435271772751164,0.6756358008698095,4,372.8693050080001,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,463.33984375,450.44140625,False
combined_cycle_power_plant,catboost,tree,1,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-50,56425,447.13671875,4.015302852281894,2.975087508679506,0.9471099450256404,0.2370495650174985,4,390.324968809,"{'depth': 6, 'learning_rate': 0.14117873801313857, 'l2_leaf_reg': 1.000389087004001, 'random_strength': 3.0233257263183977, 'bagging_temperature': 0.7337794540855652}",False,False,,453.0703125,454.4765625,False
combined_cycle_power_plant,catboost,tree,0,2500,2000,500,4,5129-185601-qvgdtemg-172-21-0-50,56398,428.1875,4.067667813213892,2.7603133241740148,0.9497643590857694,0.2424025213488744,4,393.9305549580004,"{'depth': 7, 'learning_rate': 0.13619406860195024, 'l2_leaf_reg': 7.768811685516967, 'random_strength': 5.448831829968968, 'bagging_temperature': 2.1182739966945237}",False,False,,456.23046875,431.1015625,False
california_housing,catboost,tree,4,2500,2000,500,8,5129-185601-qvgdtemg-172-21-0-50,56417,636.1640625,50943.67119419271,35464.95727129522,0.7819864045056035,0.4528577824483928,1,441.70796362800047,{},True,False,,743.7109375,734.7265625,False
